City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
449,Tessalit,ML,20.1986,1.0114,90.32,28,100,12.57,overcast clouds
450,Lesnyye Polyany,RU,55.9667,37.8667,64.02,73,30,5.5,scattered clouds
451,Airai,TL,-8.9266,125.4092,58.55,94,95,4.07,overcast clouds
452,Malkapur,IN,20.8833,76.2,87.71,54,100,13.73,overcast clouds
453,Davidson,US,36.1501,-86.7833,100.11,48,40,9.22,haze
454,Doaba,PK,33.4244,70.7364,83.86,42,38,5.73,scattered clouds
455,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,72.55,64,100,4.65,overcast clouds
456,Novorudnyy,RU,51.5026,58.1873,62.17,70,10,4.47,clear sky
457,Aksarka,RU,66.5606,67.7975,46.27,64,28,7.78,scattered clouds
458,Saurimo,AO,-9.6608,20.3916,64.4,32,6,5.61,clear sky
459,Arman,RU,59.7,150.1667,44.46,96,100,1.32,light rain
460,Alice Springs,AU,-23.7,133.8833,40.55,87,14,0.0,few clouds
461,Coihaique,CL,-45.5752,-72.0662,43.41,60,20,12.66,few clouds
462,Chesma,RU,53.8111,60.6533,64.85,72,88,5.53,overcast clouds
463,Saravena,CO,6.9538,-71.8752,83.41,69,77,3.58,broken clouds
464,Dipolog,PH,8.5894,123.3414,79.21,83,89,3.58,overcast clouds
465,Shirokiy,RU,49.758,129.523,58.46,99,100,3.78,overcast clouds
466,Tombouctou,ML,20.0,-3.0,88.11,35,99,8.93,light rain
467,Taft,IR,31.7471,54.2088,82.35,14,0,6.91,clear sky
468,Singkang,MY,2.1006,102.7994,73.9,95,100,1.99,overcast clouds
469,Cayenne,GF,4.9333,-52.3333,77.04,88,100,4.61,moderate rain
470,Araxa,BR,-19.5933,-46.9406,72.7,39,0,2.21,clear sky
471,Yakymivka,UA,46.6897,35.1536,63.37,54,47,6.29,scattered clouds
472,Abonnema,NG,4.7084,6.7931,73.42,95,100,5.1,overcast clouds
473,Rio Grande,BR,-32.035,-52.0986,60.91,77,100,3.02,overcast clouds
474,Pisco,PE,-13.7,-76.2167,71.65,56,40,26.46,dust
475,Jiaozuo,CN,35.2397,113.2331,84.87,31,3,2.77,clear sky
476,Kota Bahru,MY,6.1333,102.2386,76.41,90,85,3.47,overcast clouds
477,Trincomalee,LK,8.5711,81.2335,79.34,81,100,14.67,overcast clouds
478,Staraya Poltavka,RU,50.4772,46.4814,63.23,84,33,6.24,scattered clouds
479,Aldan,RU,58.6031,125.3894,53.8,78,98,1.7,overcast clouds
480,Evanston,US,42.0411,-87.6901,96.12,29,0,23.02,clear sky
481,Makat,KZ,47.6469,53.3463,84.81,26,99,11.63,overcast clouds
482,Dingle,PH,10.9995,122.6711,77.5,83,100,4.38,overcast clouds
483,Lahad Datu,MY,5.0268,118.327,74.32,92,97,0.92,overcast clouds
484,Margate,GB,51.3813,1.3862,68.7,66,100,1.99,overcast clouds
485,Medea,DZ,36.2642,2.7539,77.22,29,42,5.21,scattered clouds
486,Lapeer,US,43.0514,-83.3188,90.09,27,0,11.5,clear sky
487,Volterra,IT,43.4003,10.86,73.76,72,15,2.84,few clouds
488,Maniitsoq,GL,65.4167,-52.9,34.12,98,100,17.87,snow
489,Dolinsk,RU,47.35,142.8,51.4,92,44,2.24,scattered clouds
490,Faya,SA,18.3851,42.4509,68.52,25,56,6.13,broken clouds
491,Iwanai,JP,42.9744,140.5089,59.56,100,100,2.86,overcast clouds
492,Melilla,ES,35.2937,-2.9383,79.18,73,0,2.3,clear sky
493,Cartagena,CO,10.3997,-75.5144,87.42,66,40,5.75,scattered clouds
494,Haverfordwest,GB,51.8017,-4.9691,62.06,71,100,7.09,overcast clouds
495,Baoshan,CN,46.5586,131.4244,59.05,94,100,6.24,overcast clouds
496,Namatanai,PG,-3.6667,152.4333,77.97,81,55,8.28,broken clouds
497,Tukrah,LY,32.5341,20.5791,74.03,81,0,7.58,clear sky
498,Boca Do Acre,BR,-8.7522,-67.3978,83.86,64,89,3.02,overcast clouds
499,College,US,64.8569,-147.8028,67.59,58,75,4.61,broken clouds
500,Lompoc,US,34.6391,-120.4579,86.77,60,0,16.11,clear sky
501,Touba,CI,8.2833,-7.6833,70.95,98,100,1.05,heavy intensity rain
502,Carndonagh,IE,55.25,-7.2667,65.82,95,100,6.76,overcast clouds
503,Harrison,US,30.4091,-89.0436,93.22,70,0,14.97,clear sky
504,Ust-Kuyga,RU,70.0167,135.6,37.98,66,20,10.33,few clouds
505,Tsalka,GE,41.5946,44.0891,52.05,91,4,5.57,clear sky
506,Bulaevo,KZ,54.9056,70.4439,56.64,73,8,7.67,clear sky
507,Bosansko Grahovo,BA,44.1794,16.3639,60.26,94,100,4.74,overcast clouds
508,Benoy,TD,8.9833,16.3199,80.31,68,87,4.0,light rain
509,Lafia,NG,8.4833,8.5167,78.75,77,100,6.33,light rain
510,Karpogory,RU,64.0019,44.4451,53.13,96,17,6.85,few clouds
511,Evensk,RU,61.95,159.2333,49.01,64,100,2.33,overcast clouds
512,Tilichiki,RU,60.4667,166.1,45.01,81,100,7.99,overcast clouds
513,Dudinka,RU,69.4058,86.1778,60.62,94,100,5.44,light rain
514,Lerici,IT,44.0759,9.9112,75.45,77,100,3.04,overcast clouds
515,Khani,GE,41.9563,42.9566,56.77,93,64,2.3,broken clouds
516,Karoi,ZW,-16.8099,29.6925,59.02,49,0,2.15,clear sky
517,Adrar,MR,20.5022,-10.0711,97.84,8,6,11.41,clear sky
518,Sidi Ali,DZ,36.0998,0.4206,83.95,41,0,7.31,clear sky
519,Bibiani,GH,6.4635,-2.3194,69.49,99,100,2.62,overcast clouds
520,Kurilsk,RU,45.2333,147.8833,50.94,98,100,7.83,overcast clouds
521,Yekaterinovka,RU,52.0508,44.3451,58.15,85,95,4.12,overcast clouds
522,Bafut,CM,6.0833,10.1,63.03,99,99,1.41,light rain
523,Pskov,RU,57.8136,28.3496,57.11,88,20,6.71,few clouds
524,Tasgaon,IN,17.0333,74.6,75.72,78,100,12.73,overcast clouds
525,Hede,CN,33.7681,120.2517,73.33,76,8,4.88,clear sky
526,Belmonte,BR,-15.8631,-38.8828,72.91,65,31,6.49,scattered clouds
527,Darhan,MN,49.4867,105.9228,60.01,89,7,1.63,clear sky
528,Lamu,KE,-2.2717,40.902,75.42,84,5,13.13,clear sky
529,Finote Selam,ET,10.7,37.2667,62.19,81,83,2.55,light rain
530,Ipil,PH,7.75,122.5167,75.16,88,96,1.45,overcast clouds
531,Alexandria,EG,31.2156,29.9553,76.03,75,0,10.2,clear sky
532,Falmouth,GB,50.1544,-5.0711,65.3,88,0,12.66,clear sky
533,Talnakh,RU,69.4865,88.3972,60.21,90,100,1.12,light rain
534,Lata,PT,40.1629,-8.3327,70.07,73,11,4.38,few clouds
535,Port-Cartier,CA,50.0334,-66.8654,68.76,60,100,11.3,overcast clouds
536,Andenes,NO,69.3143,16.1194,46.38,87,75,11.5,broken clouds
537,Urusha,RU,54.05,122.9,53.04,68,71,3.42,broken clouds
538,Zhezkazgan,KZ,47.8043,67.7144,70.7,32,0,9.55,clear sky
539,Hobyo,SO,5.3505,48.5268,78.93,82,99,24.16,overcast clouds
540,Verkhnyaya Sinyachikha,RU,57.976,61.6673,58.35,91,17,3.71,few clouds
541,Igarka,RU,67.4667,86.5833,58.46,89,51,1.61,light rain
542,Nosy Varika,MG,-20.5833,48.5333,70.3,91,48,6.35,light rain
543,Quatre Cocos,MU,-20.2078,57.7625,73.09,68,3,11.07,clear sky
544,Anadyr,RU,64.75,177.4833,50.49,76,82,4.7,broken clouds
545,Pacific Grove,US,36.6177,-121.9166,77.54,74,0,11.99,clear sky
546,Banda Aceh,ID,5.5577,95.3222,79.81,80,100,6.96,overcast clouds
547,Umm Kaddadah,SD,13.6017,26.6876,91.33,31,39,6.91,scattered clouds
548,Kikwit,CD,-5.041,18.8162,79.03,58,94,1.61,overcast clouds
549,Creston,US,41.0586,-94.3614,87.33,51,0,6.58,clear sky
550,Palmer,US,42.1584,-72.3287,71.91,69,100,7.0,overcast clouds
551,Derzhavinsk,KZ,51.1,66.3167,71.01,49,100,5.7,overcast clouds
552,Morondava,MG,-20.2833,44.2833,71.2,77,0,10.65,clear sky
553,Timmins,CA,48.4669,-81.3331,82.22,37,34,14.56,scattered clouds
554,Havre-Saint-Pierre,CA,50.2334,-63.5986,62.37,68,100,9.8,overcast clouds
555,Amot,NO,59.5714,7.9877,56.41,66,40,4.14,scattered clouds
556,Newton Stewart,GB,54.9578,-4.4832,56.73,85,100,4.61,overcast clouds
557,Vila Velha,BR,-20.3297,-40.2925,73.35,77,40,6.91,scattered clouds
558,Dhidhdhoo,MV,6.8833,73.1,83.03,75,100,15.14,overcast clouds
559,High Level,CA,58.5169,-117.136,74.25,29,55,7.14,broken clouds
560,Eastbourne,GB,50.7687,0.2845,68.11,75,99,1.3,overcast clouds
561,Mahajanga,MG,-15.7167,46.3167,74.86,68,9,12.62,clear sky
562,Roblin,CA,51.23,-101.3565,63.79,69,92,11.81,overcast clouds
563,Itoman,JP,26.1247,127.6694,77.38,94,75,6.91,light rain
564,Reconquista,AR,-29.15,-59.65,66.15,76,100,6.17,overcast clouds
565,Abu Samrah,SY,35.3029,37.1841,81.07,43,0,5.93,clear sky
566,Carutapera,BR,-1.195,-46.02,77.4,88,100,7.78,overcast clouds
567,Polessk,RU,54.862,21.1028,57.25,92,100,7.52,overcast clouds
568,Remedios,CU,22.4947,-79.5458,88.72,70,79,14.23,broken clouds
569,Kalanaur,IN,28.8333,76.4,90.63,39,2,6.24,clear sky
570,Raudeberg,NO,61.9875,5.1352,53.87,94,98,12.03,overcast clouds
571,Svetlyy,RU,54.675,20.1347,57.25,90,100,7.63,overcast clouds
572,Dandong,CN,40.1292,124.3947,57.24,91,28,3.29,scattered clouds
573,Husavik,IS,66.0449,-17.3389,56.59,50,43,7.54,scattered clouds
574,Orillia,CA,44.6087,-79.4207,79.9,61,35,12.55,light rain
575,Palembang,ID,-2.9167,104.7458,77.09,94,20,5.75,light rain
576,Whitehorse,CA,60.7161,-135.0538,67.1,46,19,3.0,few clouds
577,Changji,CN,44.0167,87.3167,65.19,72,0,8.95,clear sky
578,Homer,US,59.6425,-151.5483,62.76,65,0,12.66,clear sky
579,Leh,IN,34.1667,77.5833,56.3,37,99,5.19,overcast clouds
580,Ponnani,IN,10.767,75.9252,72.72,86,78,7.67,broken clouds
581,Hokitika,NZ,-42.7167,170.9667,48.15,87,94,4.83,overcast clouds
582,Barahona,DO,18.2085,-71.1008,85.82,70,75,11.5,broken clouds
583,Gebre Guracha,ET,9.8,38.4,62.91,33,91,1.66,overcast clouds
584,Adiake,CI,5.2863,-3.304,74.5,91,100,9.62,light rain
585,Woodstock,CA,43.1334,-80.7497,86.07,78,34,8.99,scattered clouds
586,Aloleng,PH,16.1307,119.7824,82.56,75,88,1.92,moderate rain
587,Shahrud,IR,36.4182,54.9763,67.87,49,0,10.4,clear sky
588,Aksehir,TR,38.3575,31.4164,61.43,84,67,7.58,broken clouds
589,Morehead,US,37.2711,-87.1764,95.79,54,40,9.22,scattered clouds
590,Muchkapskiy,RU,51.8513,42.4717,56.37,89,53,6.58,broken clouds
591,Pundaguitan,PH,6.3711,126.1689,82.27,72,100,6.96,overcast clouds
592,Birao,CF,10.2849,22.7882,77.43,66,88,6.51,overcast clouds
593,Port Huron,US,42.9709,-82.4249,88.05,30,0,9.22,clear sky
594,Igrim,RU,63.1906,64.4162,56.91,64,10,1.23,clear sky
595,Bahadurgarh,IN,28.6833,76.9167,89.71,33,1,3.8,clear sky
596,Nizwa,OM,22.9333,57.5333,92.37,33,7,2.57,clear sky
597,Hambantota,LK,6.1241,81.1185,79.34,77,100,13.98,light rain
598,Lincoln,US,40.8,-96.667,90.14,46,20,6.91,few clouds
599,Berbera,SO,10.4396,45.0143,89.82,57,32,4.85,scattered clouds
600,Agua Dulce,MX,18.1333,-94.1333,83.98,59,3,12.71,clear sky
601,Esik,KZ,43.3552,77.4525,58.42,47,0,6.6,clear sky
602,Kyzyl-Mazhalyk,RU,51.1333,90.6,55.71,81,47,3.04,scattered clouds
603,Barcelos,PT,41.5388,-8.6151,72.91,95,78,3.69,broken clouds
604,Aanekoski,FI,62.6946,25.818,48.27,96,100,10.94,overcast clouds
605,Kathu,TH,7.9178,98.3332,86.7,85,97,1.34,moderate rain
606,Amursk,RU,50.2261,136.8994,56.88,88,99,7.85,overcast clouds
607,Kisangani,CD,0.5167,25.2,72.48,91,90,2.06,overcast clouds
608,Cap Malheureux,MU,-19.9842,57.6142,73.47,70,0,3.0,clear sky
609,Karpathos,GR,35.507,27.2132,71.56,88,20,26.46,few clouds
610,Tres Arroyos,AR,-38.3739,-60.2798,55.13,51,0,6.55,clear sky
611,Kurumkan,RU,54.3,110.3,62.19,51,64,1.54,broken clouds
612,Fort Nelson,CA,58.8053,-122.7002,53.8,92,100,5.32,light rain
613,Sakakah,SA,29.9697,40.2064,91.94,18,0,13.94,clear sky
614,Ribeira Brava,PT,32.65,-17.0667,72.01,78,56,9.13,broken clouds
615,Samarai,PG,-10.6167,150.6667,80.85,82,71,12.75,broken clouds
616,Constitucion,CL,-35.3333,-72.4167,54.97,70,6,11.3,clear sky
617,Malegaon,IN,20.55,74.5333,81.41,66,100,9.55,overcast clouds
618,Pontes E Lacerda,BR,-15.2261,-59.3353,84.76,53,89,4.09,overcast clouds
619,Chernyshevskiy,RU,63.0128,112.4714,51.01,87,54,3.38,broken clouds
620,Sakaiminato,JP,35.55,133.2333,67.28,79,83,8.16,broken clouds
621,Walvis Bay,NA,-22.9575,14.5053,57.09,79,4,7.61,clear sky
622,Palana,RU,59.1167,159.9667,46.99,89,100,4.21,light rain
623,Road Town,VG,18.4167,-64.6167,84.24,74,20,10.36,few clouds
624,Konevo,RU,62.1215,39.3192,48.22,95,6,5.64,clear sky
625,Jambi,ID,-1.6,103.6167,73.63,96,100,1.43,overcast clouds
626,Tongliao,CN,43.6125,122.2653,62.64,86,8,3.44,clear sky
627,Oriximina,BR,-1.7656,-55.8661,83.91,62,9,5.82,clear sky
628,Mongar,BT,27.2747,91.2396,61.11,97,100,1.5,overcast clouds
629,Le Port,RE,-20.9373,55.2919,71.56,88,2,9.82,clear sky
630,Tshikapa,CD,-6.4167,20.8,75.52,33,2,1.83,clear sky
631,Hadrut,AZ,39.52,47.0318,71.46,61,0,6.35,clear sky
632,Dasoguz,TM,41.8363,59.9666,77.5,35,0,13.56,clear sky
633,Huarmey,PE,-10.0681,-78.1522,68.23,68,8,13.42,clear sky
634,Rorvik,NO,64.8621,11.2373,55.38,93,40,4.61,scattered clouds
635,Lodja,CD,-3.4833,23.4333,75.67,59,14,1.97,few clouds
636,Bodden Town,KY,19.2833,-81.25,79.0,88,75,10.0,broken clouds
637,Novikovo,RU,51.1537,37.8879,55.98,80,37,4.92,scattered clouds
638,Abu Kamal,SY,34.4506,40.9171,90.34,20,0,6.29,clear sky
639,Ituporanga,BR,-27.4144,-49.6025,63.55,82,7,0.38,clear sky
640,Morros,BR,-9.4467,-46.3003,87.04,34,38,5.84,scattered clouds
641,Wyandotte,US,39.1167,-94.7169,97.2,58,0,3.44,clear sky
642,Arlit,NE,18.7369,7.3853,88.77,29,100,16.24,overcast clouds
643,Yuanping,CN,38.7153,112.7575,67.66,68,70,0.81,broken clouds
644,Pitimbu,BR,-7.4706,-34.8086,79.39,80,40,9.19,scattered clouds
645,Tamandare,BR,-8.7597,-35.1047,73.36,93,100,9.8,light rain
646,Nizhnevartovsk,RU,60.9344,76.5531,57.02,100,0,4.0,clear sky
647,Chicama,PE,-7.8447,-79.1469,63.14,61,15,12.19,few clouds
648,Calatrava,PH,10.595,123.4838,80.35,80,40,1.19,scattered clouds
649,Dom Pedrito,BR,-30.9828,-54.6731,58.5,91,100,1.77,overcast clouds
650,Amga,RU,60.8953,131.9608,53.4,91,97,0.92,overcast clouds
651,Vila Franca Do Campo,PT,37.7167,-25.4333,68.41,85,29,4.59,scattered clouds
652,Manggar,ID,-2.8833,108.2667,78.35,85,100,3.91,overcast clouds
653,Alyangula,AU,-13.8483,136.4192,73.53,69,16,11.65,few clouds
654,Palauig,PH,15.435,119.9045,81.59,78,100,0.83,overcast clouds
655,Mingguang,CN,32.7802,117.9638,78.69,68,0,10.94,clear sky
656,Gazojak,TM,41.1875,61.4036,82.85,21,0,15.26,clear sky
657,Maxixe,MZ,-23.8597,35.3472,61.68,63,0,8.7,clear sky
658,Akdepe,TM,42.0551,59.3788,77.29,34,0,13.98,clear sky
659,Shakawe,BW,-18.3667,21.85,56.12,36,0,5.08,clear sky
660,Crato,BR,-7.2342,-39.4094,75.2,70,78,5.73,broken clouds
661,Muskogee,US,35.5834,-95.3336,93.34,64,0,5.75,clear sky
662,Umm Lajj,SA,25.0213,37.2685,85.51,55,0,2.82,clear sky
663,Xuanwu,CN,32.069,118.8138,78.67,74,0,6.96,clear sky
664,Xiamen,CN,24.4798,118.0819,76.24,95,100,3.65,overcast clouds
665,Cap-Aux-Meules,CA,47.3821,-61.8597,56.5,82,94,14.12,overcast clouds
666,Pedernales,DO,18.0384,-71.744,85.6,65,100,6.55,overcast clouds
667,Vestmanna,FO,62.1564,-7.1664,50.92,87,75,14.97,broken clouds
668,Prince Rupert,CA,54.3161,-130.3201,60.08,75,91,9.08,overcast clouds
669,Bagdarin,RU,54.4333,113.6,52.25,90,73,2.59,light rain
670,Carbonia,IT,39.1672,8.5222,78.01,51,0,4.34,clear sky
671,Amposta,ES,40.7131,0.581,80.22,59,98,3.56,overcast clouds
672,Fort-Shevchenko,KZ,44.5086,50.263,76.66,67,88,12.59,overcast clouds
673,Ritchie,ZA,-29.038,24.6028,45.01,35,32,9.22,scattered clouds
674,Aboisso,CI,5.4678,-3.2071,73.35,95,100,5.66,light rain
675,Port Moresby,PG,-9.4431,147.1797,74.89,88,91,2.39,overcast clouds
