City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
281,Dangriga,BZ,2022-06-16 04:26:18,16.9692,-88.2321,78.76,83,69,10.09
282,Huanren,CN,2022-06-16 04:26:19,41.2647,125.3667,73.11,65,98,6.82
283,Tawang,IN,2022-06-16 04:26:19,27.5833,91.8667,56.19,97,98,3.06
284,Kuopio,FI,2022-06-16 04:24:01,62.8924,27.677,51.75,87,100,20.71
285,Grand Gaube,MU,2022-06-16 04:26:20,-20.0064,57.6608,74.37,64,1,8.99
286,Kathmandu,NP,2022-06-16 04:25:40,27.7167,85.3167,79.02,73,75,3.44
287,Abha,SA,2022-06-16 04:26:21,18.2164,42.5053,71.85,18,0,0.0
288,Kieta,PG,2022-06-16 04:26:21,-6.2167,155.6333,82.31,76,81,4.29
289,Aykhal,RU,2022-06-16 04:26:21,66.0,111.5,64.65,52,24,9.69
290,Kerchevskiy,RU,2022-06-16 04:26:22,59.946,56.2884,68.23,64,88,5.37
291,Kudat,MY,2022-06-16 04:26:22,6.8837,116.8477,89.53,66,20,5.75
292,Ust-Kuyga,RU,2022-06-16 04:26:23,70.0167,135.6,53.74,54,100,14.67
293,Coquimbo,CL,2022-06-16 04:26:24,-29.9533,-71.3436,55.13,94,100,4.61
294,Dingle,PH,2022-06-16 04:26:24,10.9995,122.6711,88.61,62,77,7.56
295,Sungaipenuh,ID,2022-06-16 04:26:25,-2.0833,101.3833,73.42,83,86,1.54
296,Deputatskiy,RU,2022-06-16 04:26:25,69.3,139.9,61.09,43,89,10.31
297,Vestmannaeyjar,IS,2022-06-16 04:26:26,63.4427,-20.2734,49.21,73,100,17.67
298,Japura,ID,2022-06-16 04:26:27,-0.3167,102.35,87.24,64,96,3.06
299,Beyneu,KZ,2022-06-16 04:26:27,45.3167,55.2,83.44,18,45,15.95
300,College,US,2022-06-16 04:26:27,64.8569,-147.8028,70.12,53,75,13.8
301,Tegal,ID,2022-06-16 04:26:28,-6.8694,109.1402,85.3,64,80,2.64
302,Tonantins,BR,2022-06-16 04:26:28,-2.8731,-67.8022,70.75,99,22,1.66
303,Abu Samrah,SY,2022-06-16 04:26:29,35.3029,37.1841,71.46,63,0,4.85
304,Camalu,MX,2022-06-16 04:26:29,30.85,-116.0667,68.88,86,0,2.93
305,Khanpur,PK,2022-06-16 04:26:30,28.6453,70.6567,97.39,36,3,17.38
306,Paita,PE,2022-06-16 04:26:31,-5.0892,-81.1144,63.43,80,1,14.52
307,Batagay,RU,2022-06-16 04:26:31,67.6333,134.6333,68.58,37,83,12.1
308,Acajutla,SV,2022-06-16 04:26:32,13.5928,-89.8275,76.46,91,100,10.42
309,Puerto Ayacucho,VE,2022-06-16 04:26:32,5.6639,-67.6236,72.93,94,99,2.68
310,Coihueco,CL,2022-06-16 04:26:33,-36.6167,-71.8333,39.94,100,100,0.0
311,Quatre Cocos,MU,2022-06-16 04:26:33,-20.2078,57.7625,74.08,66,13,14.94
312,Rock Springs,US,2022-06-16 04:26:33,41.5875,-109.2029,60.04,25,0,11.5
313,Nabire,ID,2022-06-16 04:26:34,-3.3667,135.4833,85.33,64,82,4.61
314,Kalabo,ZM,2022-06-16 04:26:34,-14.97,22.6814,53.06,59,0,6.04
315,Talara,PE,2022-06-16 04:26:35,-4.5772,-81.2719,64.8,77,2,18.86
316,Kalianget,ID,2022-06-16 04:26:35,-7.05,113.9333,84.24,75,90,14.34
317,Davila,PH,2022-06-16 04:27:36,18.4726,120.5763,87.78,73,73,3.78
318,Sao Fidelis,BR,2022-06-16 04:27:36,-21.6461,-41.7469,58.73,91,24,1.54
319,Asau,RO,2022-06-16 04:27:37,46.4333,26.4,54.52,86,45,1.88
320,Ha Giang,VN,2022-06-16 04:27:37,22.8333,104.9833,83.53,86,100,2.95
321,Kayankulam,IN,2022-06-16 04:27:38,9.1833,76.5,81.73,78,100,10.51
322,Denpasar,ID,2022-06-16 04:27:05,-8.65,115.2167,85.66,74,20,8.05
323,Inhambane,MZ,2022-06-16 04:27:38,-23.865,35.3833,69.1,65,88,15.43
324,Comodoro Rivadavia,AR,2022-06-16 04:27:39,-45.8667,-67.5,39.06,75,0,3.44
325,Belaya Gora,RU,2022-06-16 04:27:39,68.5333,146.4167,74.35,24,48,9.91
326,Woodhaven,US,2022-06-16 04:23:54,42.1389,-83.2416,87.89,63,0,12.66
327,Saint-Francois,FR,2022-06-16 04:27:40,46.4154,3.9054,63.68,94,0,1.14
328,Arraial Do Cabo,BR,2022-06-16 04:26:08,-22.9661,-42.0278,67.75,77,7,9.95
329,Alofi,NU,2022-06-16 04:27:41,-19.0595,-169.9187,78.69,83,6,11.5
330,Boddam,GB,2022-06-16 04:27:41,57.4667,-1.7833,55.78,87,87,2.28
331,Naustdal,NO,2022-06-16 04:27:42,61.509,5.7168,53.13,96,75,2.3
332,Nogales,MX,2022-06-16 04:23:32,31.3086,-110.9422,81.25,12,0,3.44
333,Hirado,JP,2022-06-16 04:24:11,33.3597,129.5531,72.97,86,25,12.82
334,Aleksandrov Gay,RU,2022-06-16 04:27:43,50.147,48.5704,75.79,37,85,9.15
335,Beatrice,US,2022-06-16 04:23:20,40.2681,-96.747,70.45,77,0,8.48
336,Kutum,SD,2022-06-16 04:27:43,14.2,24.6667,76.73,27,48,6.76
337,Maniitsoq,GL,2022-06-16 04:27:44,65.4167,-52.9,35.64,73,77,1.3
338,Wolfen,DE,2022-06-16 04:27:44,51.6667,12.2833,62.47,77,95,6.76
339,Staunton,US,2022-06-16 04:27:45,38.1496,-79.0717,78.28,73,0,4.61
340,Husavik,IS,2022-06-16 04:27:46,66.0449,-17.3389,47.3,91,95,2.71
341,Tarko-Sale,RU,2022-06-16 04:27:46,64.9225,77.785,63.73,75,100,17.87
342,Zhigalovo,RU,2022-06-16 04:27:47,54.8097,105.1578,74.25,59,100,7.02
343,Leshukonskoye,RU,2022-06-16 04:27:47,64.8989,45.7622,61.81,88,100,8.7
344,Riohacha,CO,2022-06-16 04:27:47,11.5444,-72.9072,76.71,91,100,6.71
345,Honolulu,US,2022-06-16 04:25:34,21.3069,-157.8583,80.42,73,40,12.66
346,Alekseyevsk,RU,2022-06-16 04:27:48,57.8406,108.3492,77.02,42,80,4.05
347,Atocha,BO,2022-06-16 04:27:49,-20.9333,-66.2333,34.52,20,1,8.86
348,Manzil Salim,TN,2022-06-16 04:27:49,35.8567,8.4765,71.11,36,6,0.38
349,Sitka,US,2022-06-16 04:27:50,57.0531,-135.33,64.29,52,0,8.05
350,Pandan,PH,2022-06-16 04:27:50,14.0453,124.1694,87.87,64,59,7.23
351,Touros,BR,2022-06-16 04:27:51,-5.1989,-35.4608,74.07,83,16,9.13
352,Salalah,OM,2022-06-16 04:27:51,17.0151,54.0924,86.09,74,75,5.75
353,Naze,JP,2022-06-16 04:25:01,28.3667,129.4833,72.52,90,100,13.69
354,Aldan,RU,2022-06-16 04:27:52,58.6031,125.3894,66.2,44,5,5.88
355,Richards Bay,ZA,2022-06-16 04:27:52,-28.783,32.0377,54.41,62,3,11.48
356,San Isidro,PE,2022-06-16 04:27:52,-12.1167,-77.05,60.39,51,0,11.5
357,Praya,CV,2022-06-16 04:27:53,14.9215,-23.5087,73.94,83,20,18.41
358,Kruisfontein,ZA,2022-06-16 04:27:53,-34.0033,24.7314,44.89,78,24,7.65
359,Coahuayana,MX,2022-06-16 04:26:26,18.7333,-103.6833,78.55,90,100,2.77
360,Te Anau,NZ,2022-06-16 04:27:39,-45.4167,167.7167,46.11,92,100,3.6
361,Hai Duong,VN,2022-06-16 04:27:54,20.9333,106.3167,89.6,65,98,7.81
362,Rafai,CF,2022-06-16 04:27:55,4.95,23.9167,67.23,98,100,1.07
363,Puerto Palomas,MX,2022-06-16 04:27:55,31.7667,-107.6167,88.7,15,0,4.5
364,Matara,LK,2022-06-16 04:27:55,5.9485,80.5353,82.6,75,100,11.74
365,Petropavlovsk-Kamchatskiy,RU,2022-06-16 04:27:56,53.0452,158.6483,50.59,76,75,15.66
366,Kidal,ML,2022-06-16 04:28:57,18.4411,1.4078,81.97,48,99,19.33
367,Kuching,MY,2022-06-16 04:28:57,1.55,110.3333,77.22,94,40,3.0
368,Saint-Louis,SN,2022-06-16 04:28:57,16.3333,-15.0,78.37,60,23,12.35
369,Northam,GB,2022-06-16 04:28:58,51.0333,-4.2167,45.25,84,85,1.5
370,Byron Bay,AU,2022-06-16 04:27:49,-28.65,153.6167,72.95,48,0,4.72
371,Tura,IN,2022-06-16 04:28:59,25.5198,90.2201,74.91,96,100,7.27
372,Cidreira,BR,2022-06-16 04:25:43,-30.1811,-50.2056,57.42,86,3,4.79
373,Botwood,CA,2022-06-16 04:29:00,49.1499,-55.3482,50.9,78,17,4.9
374,Noumea,NC,2022-06-16 04:29:00,-22.2763,166.4572,80.58,99,95,10.18
375,Margate,GB,2022-06-16 04:29:01,51.3813,1.3862,58.69,86,26,1.43
376,Puerto Narino,CO,2022-06-16 04:29:01,-3.7703,-70.3831,69.87,98,41,0.31
377,Bacungan,PH,2022-06-16 04:29:02,9.9106,118.7022,91.45,58,20,6.91
378,Chuy,UY,2022-06-16 04:29:02,-33.6971,-53.4616,51.76,84,88,5.77
379,Vila Do Maio,CV,2022-06-16 04:29:02,15.1333,-23.2167,74.19,84,71,15.46
380,Belmonte,BR,2022-06-16 04:29:03,-15.8631,-38.8828,71.04,76,80,8.57
381,Mayumba,GA,2022-06-16 04:29:03,-3.432,10.6554,71.33,89,37,5.12
382,Rock Sound,BS,2022-06-16 04:29:04,24.9,-76.2,80.71,77,66,11.5
383,Great Yarmouth,GB,2022-06-16 04:27:43,52.6083,1.7305,54.41,79,6,3.2
384,Axim,GH,2022-06-16 04:29:04,4.8699,-2.2405,73.74,96,100,9.69
385,Sayyan,YE,2022-06-16 04:29:05,15.1718,44.3244,67.19,22,47,7.63
386,Cotonou,BJ,2022-06-16 04:29:05,6.3654,2.4183,75.18,94,20,4.61
387,Mahajanga,MG,2022-06-16 04:29:06,-15.7167,46.3167,69.82,88,20,4.61
388,Chumikan,RU,2022-06-16 04:29:06,54.7183,135.315,45.72,82,100,7.0
389,Bayan,CN,2022-06-16 04:29:07,46.0833,127.4,75.97,60,71,12.33
390,Dicabisagan,PH,2022-06-16 04:29:07,17.0818,122.4157,89.55,62,98,8.03
391,Toumodi,CI,2022-06-16 04:29:07,6.5613,-5.0158,71.53,98,100,3.0
392,Nurmahal,IN,2022-06-16 04:29:08,31.0964,75.5967,100.15,23,19,5.44
393,Cockburn Town,TC,2022-06-16 04:28:25,21.4612,-71.1419,81.34,82,17,18.52
394,Brazzaville,CG,2022-06-16 04:25:34,-4.2658,15.2832,73.58,64,7,4.14
395,Merzifon,TR,2022-06-16 04:29:09,40.8733,35.4631,58.46,88,40,0.0
396,San Luis,AR,2022-06-16 04:28:44,-33.295,-66.3356,43.61,50,0,5.39
397,Leningradskiy,RU,2022-06-16 04:29:10,69.3833,178.4167,40.86,70,88,9.17
398,Rogers,US,2022-06-16 04:29:10,36.3668,-95.5836,83.91,81,94,1.99
399,San Cristobal,VE,2022-06-16 04:29:11,7.7669,-72.225,68.18,97,98,2.64
400,Oranjemund,NA,2022-06-16 04:29:11,-28.55,16.4333,56.8,44,45,15.37
401,Narsaq,GL,2022-06-16 04:29:12,60.9167,-46.05,44.82,66,2,1.63
402,Namibe,AO,2022-06-16 04:29:12,-15.1961,12.1522,63.81,68,9,2.62
403,Adrar,MR,2022-06-16 04:29:13,20.5022,-10.0711,87.35,31,16,9.91
404,Nalut,LY,2022-06-16 04:29:13,30.3333,10.85,69.96,39,0,11.81
405,Barranca,PE,2022-06-16 04:29:14,-10.75,-77.7667,60.57,82,29,12.71
406,Bairiki,KI,2022-06-16 04:29:14,1.3292,172.9752,86.0,66,20,8.05
407,Pisco,PE,2022-06-16 04:29:15,-13.7,-76.2167,58.01,88,100,5.75
408,San Carlos,VE,2022-06-16 04:29:15,9.6612,-68.5827,73.2,87,98,1.61
409,Longview,US,2022-06-16 04:28:45,32.5007,-94.7405,86.25,67,0,5.75
410,Sioux Lookout,CA,2022-06-16 04:29:16,50.1001,-91.917,57.27,94,40,8.05
411,Aksu,CN,2022-06-16 04:30:16,41.1231,80.2644,89.46,14,100,3.51
412,Kasongo-Lunda,CD,2022-06-16 04:30:17,-6.4667,16.8167,66.09,68,17,1.59
413,Porto Nacional,BR,2022-06-16 04:30:17,-10.7081,-48.4172,75.2,52,50,0.13
414,Muswellbrook,AU,2022-06-16 04:30:18,-32.2667,150.9,68.32,45,7,8.95
415,Melo,UY,2022-06-16 04:30:18,-32.3667,-54.1833,50.47,90,94,3.87
416,Hof,DE,2022-06-16 04:30:19,50.3167,11.9167,62.62,73,75,1.01
417,Berlevag,NO,2022-06-16 04:28:08,70.8578,29.0864,39.2,87,100,13.8
418,Upington,ZA,2022-06-16 04:30:20,-28.4478,21.2561,34.18,86,0,1.14
419,Saint Anthony,US,2022-06-16 04:30:20,45.0205,-93.218,69.58,72,0,9.22
420,Ostrovnoy,RU,2022-06-16 04:27:19,68.0531,39.5131,43.88,87,100,15.75
421,Cooma,AU,2022-06-16 04:28:56,-36.2333,149.1333,50.36,69,79,11.48
422,Opuwo,NA,2022-06-16 04:29:27,-18.0607,13.84,54.18,42,3,7.02
423,Voyvozh,RU,2022-06-16 04:30:21,62.892,54.9635,70.59,42,80,8.61
424,Kasempa,ZM,2022-06-16 04:30:22,-13.4584,25.8338,53.71,52,0,3.27
425,Marystown,CA,2022-06-16 04:30:22,47.1666,-55.1483,45.86,100,0,0.76
426,Loandjili,CG,2022-06-16 04:28:34,-4.7561,11.8578,71.71,94,40,0.0
427,Areka,ET,2022-06-16 04:30:23,7.0667,37.7,62.62,85,72,1.07
428,Slave Lake,CA,2022-06-16 04:25:46,55.2834,-114.769,60.78,67,75,5.75
429,Marawi,PH,2022-06-16 04:30:23,7.9986,124.2928,80.71,67,29,8.14
430,Lata,PT,2022-06-16 04:30:24,40.1629,-8.3327,60.01,98,68,1.41
431,Khanu Woralaksaburi,TH,2022-06-16 04:30:24,16.0617,99.8606,93.69,49,100,4.27
432,Bowen,AU,2022-06-16 04:30:25,-20.0167,148.2333,76.3,63,41,9.69
433,Cerrito,CO,2022-06-16 04:30:25,6.8432,-72.694,49.78,92,92,5.86
434,Ancud,CL,2022-06-16 04:27:32,-41.8697,-73.8203,46.22,91,80,4.65
435,Pechenga,RU,2022-06-16 04:30:26,69.5259,31.1703,42.28,94,100,21.25
436,Maralal,KE,2022-06-16 04:30:27,1.0968,36.698,60.19,67,32,6.71
437,Najran,SA,2022-06-16 04:25:47,17.4924,44.1277,81.25,16,88,2.42
438,Orcotuna,PE,2022-06-16 04:30:27,-11.9667,-75.3333,38.7,82,4,1.86
439,Tiznit,MA,2022-06-16 04:30:27,29.5833,-9.5,67.3,68,40,2.26
440,Muros,ES,2022-06-16 04:30:28,42.7762,-9.0603,67.84,83,38,10.18
441,Ambulu,ID,2022-06-16 04:30:29,-8.345,113.6058,85.33,72,63,6.8
442,Klaksvik,FO,2022-06-16 04:27:33,62.2266,-6.589,49.12,96,96,7.65
443,Jabinyanah,TN,2022-06-16 04:30:29,35.035,10.9081,69.6,67,8,6.04
444,Russell,US,2022-06-16 04:30:30,32.3502,-85.1999,74.8,94,0,0.0
445,Yaypan,UZ,2022-06-16 04:30:30,40.3758,70.8156,85.06,33,60,8.5
446,Tomar,PT,2022-06-16 04:30:31,39.602,-8.4092,65.32,87,62,2.91
447,Arawa,PG,2022-06-16 04:30:31,-6.2132,155.5367,82.9,75,84,4.25
448,Gropnita,RO,2022-06-16 04:30:32,47.35,27.25,64.72,62,79,1.48
449,Springdale,US,2022-06-16 04:30:08,36.1867,-94.1288,80.33,86,0,6.91
450,Zhezkazgan,KZ,2022-06-16 04:30:33,47.8043,67.7144,76.98,29,0,8.95
451,Saint-Raymond,CA,2022-06-16 04:30:33,45.467,-73.6095,70.12,68,0,5.75
452,Sao Miguel Do Araguaia,BR,2022-06-16 04:29:28,-13.275,-50.1628,72.05,62,14,2.77
453,Braganca,BR,2022-06-16 04:30:34,-1.0536,-46.7656,68.88,95,61,2.71
454,Homer,US,2022-06-16 04:30:35,59.6425,-151.5483,60.67,62,0,12.66
455,Sangar,RU,2022-06-16 04:30:35,63.9242,127.4739,68.14,48,42,14.99
456,Hailey,US,2022-06-16 04:30:35,43.5196,-114.3153,48.06,70,0,5.01
457,Alta Floresta,BR,2022-06-16 04:31:36,-9.8756,-56.0861,72.14,74,48,1.88
458,Hernani,ES,2022-06-16 04:31:36,43.2662,-1.9762,70.21,88,20,5.75
459,Miri,MY,2022-06-16 04:31:37,4.4148,114.0089,86.14,79,40,5.75
460,Afsin,TR,2022-06-16 04:31:37,38.2477,36.914,65.64,48,1,2.91
461,Sidi Ali,DZ,2022-06-16 04:31:37,36.0998,0.4206,77.02,52,67,4.47
462,Bengkulu,ID,2022-06-16 04:27:31,-3.8004,102.2655,83.44,66,90,3.83
463,Cururupu,BR,2022-06-16 04:31:38,-1.8283,-44.8683,71.38,90,89,2.44
464,Ndola,ZM,2022-06-16 04:31:39,-12.9587,28.6366,53.65,65,5,3.53
465,Sobolevo,RU,2022-06-16 04:31:39,54.4299,31.8996,54.77,79,0,10.09
466,Rognan,NO,2022-06-16 04:31:40,67.0953,15.3878,49.75,84,99,2.48
467,Iisalmi,FI,2022-06-16 04:31:40,63.5592,27.1907,47.01,89,100,12.5
468,Masyaf,SY,2022-06-16 04:31:41,35.0653,36.3406,74.1,52,0,0.38
469,Bambous Virieux,MU,2022-06-16 04:31:41,-20.3428,57.7575,75.22,83,20,10.36
470,Tadine,NC,2022-06-16 04:31:42,-21.55,167.8833,75.96,82,10,18.32
471,Bulgan,MN,2022-06-16 04:31:42,48.8125,103.5347,72.93,55,72,2.66
472,Bilibino,RU,2022-06-16 04:31:43,68.0546,166.4372,59.45,24,1,5.55
473,Waki,JP,2022-06-16 04:31:43,34.0667,134.15,80.02,80,100,1.9
474,Tomari,RU,2022-06-16 04:31:44,47.7658,142.0683,59.79,68,75,9.22
475,Severo-Yeniseyskiy,RU,2022-06-16 04:31:44,60.3725,93.0408,74.59,40,78,5.19
476,Dwarka,IN,2022-06-16 04:31:45,22.2394,68.9678,86.92,70,51,15.86
477,Port Augusta,AU,2022-06-16 04:31:45,-32.5,137.7667,64.76,48,0,3.87
478,Coruripe,BR,2022-06-16 04:31:46,-10.1256,-36.1756,74.57,80,100,13.65
479,Necochea,AR,2022-06-16 04:30:10,-38.5473,-58.7368,47.79,89,100,6.2
480,Balabac,PH,2022-06-16 04:31:46,7.9868,117.0645,86.07,68,96,10.02
481,Morant Bay,JM,2022-06-16 04:31:47,17.8815,-76.4093,80.22,85,100,8.61
482,Mount Isa,AU,2022-06-16 04:31:47,-20.7333,139.5,76.77,25,39,13.8
483,Pemba,MZ,2022-06-16 04:31:48,-12.974,40.5178,70.5,100,20,5.75
484,Artemisa,CU,2022-06-16 04:31:48,22.814,-82.7561,77.27,87,4,6.35
485,Kinwat,IN,2022-06-16 04:31:48,19.6333,78.2,85.98,63,96,5.86
486,Kempele,FI,2022-06-16 04:31:49,64.9131,25.5034,46.42,93,100,19.57
487,Malka,RU,2022-06-16 04:31:49,43.8039,43.3242,68.14,70,70,4.7
488,Blankenberge,BE,2022-06-16 04:31:50,51.3131,3.1323,58.95,74,24,6.06
489,Saint-Felicien,CA,2022-06-16 04:31:50,48.6501,-72.4491,65.08,59,40,5.75
490,Boyolangu,ID,2022-06-16 04:31:51,-8.1181,111.8935,84.76,71,36,4.83
491,Okha,RU,2022-06-16 04:27:31,53.5739,142.9478,50.74,84,100,7.85
492,Houlton,US,2022-06-16 04:31:51,46.1262,-67.8403,59.72,77,0,3.44
493,Otukpo,NG,2022-06-16 04:31:52,7.1913,8.1329,72.25,96,98,3.6
494,Kemijarvi,FI,2022-06-16 04:28:33,66.7131,27.4306,43.45,96,100,14.81
495,Bykovo,RU,2022-06-16 04:31:53,55.6361,38.0803,62.33,63,0,6.71
496,Bucine,IT,2022-06-16 04:31:53,43.4764,11.6148,68.63,72,71,1.34
497,Walvis Bay,NA,2022-06-16 04:31:54,-22.9575,14.5053,52.75,43,0,8.05
498,Sao Jose Da Coroa Grande,BR,2022-06-16 04:31:54,-8.8978,-35.1478,74.59,90,56,10.31
499,Skibbereen,IE,2022-06-16 04:31:55,51.55,-9.2667,56.1,92,100,4.94
500,Wyndham,US,2022-06-16 04:31:55,37.6985,-77.6125,78.6,61,100,4.61
501,Acapulco,MX,2022-06-16 04:31:56,16.8634,-99.8901,75.02,100,100,12.66
502,Kawalu,ID,2022-06-16 04:31:56,-7.3817,108.2082,85.55,62,81,3.98
503,Ranong,TH,2022-06-16 04:31:56,9.9658,98.6348,87.73,62,47,3.71
504,Ouro Fino,BR,2022-06-16 04:31:57,-22.2831,-46.3692,54.0,76,29,3.27
505,Haicheng,CN,2022-06-16 04:32:57,40.8516,122.7475,79.61,51,7,11.79
506,Buenavista,PH,2022-06-16 04:32:58,8.9769,125.4089,89.67,57,95,2.59
507,Chiredzi,ZW,2022-06-16 04:28:39,-21.05,31.6667,53.94,71,9,3.56
508,Tucuma,BR,2022-06-16 04:29:29,-0.1833,-50.05,75.16,84,63,5.7
509,Tanete,ID,2022-06-16 04:32:59,-3.9443,119.7848,84.58,69,71,9.37
510,Pontianak,ID,2022-06-16 04:32:59,-0.0333,109.3333,78.78,94,75,4.61
511,Meulaboh,ID,2022-06-16 04:33:00,4.1363,96.1285,82.06,70,100,6.42
512,Villarrobledo,ES,2022-06-16 04:32:15,39.2699,-2.6012,76.78,44,98,9.71
513,Kununurra,AU,2022-06-16 04:33:01,-15.7667,128.7333,85.98,15,91,12.66
514,Lompoc,US,2022-06-16 04:31:03,34.6391,-120.4579,62.56,84,0,8.05
515,Tomatlan,MX,2022-06-16 04:33:01,19.9333,-105.25,77.0,90,100,2.53
516,Thinadhoo,MV,2022-06-16 04:33:02,0.5333,72.9333,83.57,69,93,5.39
517,Luba,GQ,2022-06-16 04:33:02,3.4568,8.5547,75.09,85,94,11.07
518,Myurego,RU,2022-06-16 04:33:03,42.4109,47.693,73.0,47,47,8.32
519,Camabatela,AO,2022-06-16 04:33:03,-8.1881,15.375,55.65,65,36,1.43
520,Itarema,BR,2022-06-16 04:33:04,-2.9248,-39.9167,72.99,85,15,11.16
521,Nadvoitsy,RU,2022-06-16 04:33:04,63.8667,34.3167,52.43,90,79,5.46
522,Porto Walter,BR,2022-06-16 04:29:41,-8.2686,-72.7439,69.3,82,1,1.3
523,Yabelo,ET,2022-06-16 04:33:05,4.8833,38.0833,58.75,79,89,10.63
524,Vysokogornyy,RU,2022-06-16 04:33:05,50.1167,139.15,78.42,33,20,9.26
525,Lufilufi,WS,2022-06-16 04:33:06,-13.8745,-171.5986,83.98,78,22,18.9
526,General Roca,AR,2022-06-16 04:33:06,-39.0333,-67.5833,41.63,75,1,6.04
527,Tikapur,NP,2022-06-16 04:33:07,28.5,81.1333,105.1,26,1,5.88
528,Hafizabad,PK,2022-06-16 04:33:07,32.0679,73.6854,106.29,21,13,5.61
529,Fairbanks,US,2022-06-16 04:32:42,64.8378,-147.7164,70.14,52,20,13.8
530,Shaunavon,CA,2022-06-16 04:33:07,49.6501,-108.4181,53.38,90,100,25.26
531,Manthani,IN,2022-06-16 04:33:08,18.65,79.6667,87.75,61,100,6.31
532,Vao,NC,2022-06-16 04:33:08,-22.6667,167.4833,74.52,81,86,20.85
533,Kadoma,JP,2022-06-16 04:33:09,34.7333,135.5833,81.18,62,75,11.5
534,Stratonion,GR,2022-06-16 04:33:09,40.5141,23.8247,71.96,80,29,3.58
535,Hobyo,SO,2022-06-16 04:33:10,5.3505,48.5268,80.91,77,90,20.92
536,Manati,PR,2022-06-16 04:33:10,18.4275,-66.4921,79.68,99,100,7.43
537,Gat,IL,2022-06-16 04:33:11,31.61,34.7642,75.81,100,0,8.12
538,Yulara,AU,2022-06-16 04:33:12,-25.2406,130.9889,71.29,29,10,3.58
539,Nipawin,CA,2022-06-16 04:30:12,53.3668,-104.0009,55.44,94,40,8.05
540,Pimentel,PE,2022-06-16 04:33:12,-6.8367,-79.9342,61.48,88,1,14.65
541,Komsomolskiy,UZ,2022-06-16 04:28:43,40.4272,71.7189,79.52,36,54,4.61
542,Amargosa,BR,2022-06-16 04:33:13,-13.0303,-39.6047,58.41,96,9,4.16
543,Asosa,ET,2022-06-16 04:33:13,10.0667,34.5333,63.01,93,100,4.21
544,Road Town,VG,2022-06-16 04:28:36,18.4167,-64.6167,82.49,79,100,18.92
545,Kumi,KR,2022-06-16 04:33:14,36.1136,128.336,80.28,41,33,9.93
546,Tukrah,LY,2022-06-16 04:33:15,32.5341,20.5791,74.07,71,0,5.5
547,Soligalich,RU,2022-06-16 04:33:15,59.0778,42.2864,58.41,72,89,10.13
548,Phetchaburi,TH,2022-06-16 04:33:16,12.9667,99.5833,93.79,47,95,3.33
549,Cochrane,CA,2022-06-16 04:28:32,51.1834,-114.4687,53.2,78,100,10.36
550,Progreso,MX,2022-06-16 04:33:16,21.2833,-89.6667,77.11,91,4,11.7
551,Kesova Gora,RU,2022-06-16 04:33:14,57.5836,37.2922,57.87,76,90,11.59
552,San Policarpo,PH,2022-06-16 04:34:17,12.1791,125.5072,86.0,66,55,7.4
553,Quelimane,MZ,2022-06-16 04:34:18,-17.8786,36.8883,66.15,94,0,2.3
554,Praia Da Vitoria,PT,2022-06-16 04:33:57,38.7333,-27.0667,62.85,82,40,9.46
555,Rawson,AR,2022-06-16 04:34:18,-43.3002,-65.1023,45.14,81,14,10.87
556,Anguillara Sabazia,IT,2022-06-16 04:34:19,42.0875,12.2767,74.3,74,39,2.84
557,Valdivia,CL,2022-06-16 04:34:19,-39.8142,-73.2459,41.09,97,5,0.2
558,Kyshtovka,RU,2022-06-16 04:32:12,56.555,76.6271,58.84,83,100,8.61
559,Nemetker,HU,2022-06-16 04:34:20,46.7164,18.7631,63.37,64,9,2.42
560,Tagusao,PH,2022-06-16 04:34:21,9.1924,117.8141,87.48,61,99,2.57
561,Gerash,IR,2022-06-16 04:34:21,27.6652,54.1371,87.94,12,2,2.42
562,Mount Gambier,AU,2022-06-16 04:34:22,-37.8333,140.7667,53.51,87,75,9.22
